# {"t_start": 1591176349.772396, "env_id": "Block2D-v1"} 
r,l,t
-182.260301,113,1329.254706
-161.259375,105,1330.013102
-149.973973,103,1330.696999
-163.268324,106,1331.582978
-182.064838,113,1331.722536
-168.984335,109,1333.059397
-173.968513,112,1333.450164
-162.258413,107,1333.577173
-171.88283,110,1333.771864
-164.53401,111,1334.712095
-173.257255,109,1334.852561
-156.136361,104,1334.996921
-157.283388,104,1354.904064
-154.653478,104,1355.714022
-159.981354,105,1355.786102
-163.266214,110,1357.089709
-173.766238,111,1357.441681
-150.671804,101,1358.070895
-144.809115,101,1358.774081
-160.872616,105,1358.845785
-153.625171,105,1359.261065
-160.935675,106,1359.33109
-154.036799,106,1360.380427
-161.896637,107,1360.451271
